frame_id, p_x0, p_y0, p_c0, p_x1, p_y1, p_c1, p_x2, p_y2, p_c2, p_x3, p_y3, p_c3, p_x4, p_y4, p_c4, p_x5, p_y5, p_c5, p_x6, p_y6, p_c6, p_x7, p_y7, p_c7, p_x8, p_y8, p_c8, p_x9, p_y9, p_c9, p_x10, p_y10, p_c10, p_x11, p_y11, p_c11, p_x12, p_y12, p_c12, p_x13, p_y13, p_c13, p_x14, p_y14, p_c14, p_x15, p_y15, p_c15, p_x16, p_y16, p_c16, p_x17, p_y17, p_c17, p_x18, p_y18, p_c18, p_x19, p_y19, p_c19, p_x20, p_y20, p_c20, p_x21, p_y21, p_c21, p_x22, p_y22, p_c22, p_x23, p_y23, p_c23, p_x24, p_y24, p_c24
142,227.469,303.318,0.993804,227.541,356.732,0.895502,183.031,361.032,0.831631,147.331,298.736,0.818563,120.639,227.411,0.853285,267.77,356.661,0.886313,303.156,280.958,0.888547,320.981,209.758,0.835347,214.186,517.124,0.844636,183.003,517.051,0.836674,191.789,650.549,0.87422,187.424,770.601,0.842618,240.979,521.345,0.825549,241.007,654.743,0.861006,245.299,770.751,0.825455,214.123,298.996,0.934229,231.993,298.849,0.984455,196.355,307.821,0.866682,254.202,307.618,0.810556,245.402,801.97,0.751776,267.564,801.771,0.795804,232.106,784.083,0.752648,191.688,801.897,0.67788,160.978,801.681,0.704298,191.862,779.561,0.737286
143,227.475,303.34,0.991806,227.53,356.725,0.897205,183.011,356.734,0.833901,143.022,298.749,0.823414,120.657,227.374,0.857211,267.798,356.711,0.88486,303.234,281.005,0.90335,316.561,209.682,0.849069,214.191,517.095,0.848963,183.038,517.022,0.843009,191.792,650.529,0.878925,187.385,770.618,0.844509,240.95,521.312,0.829044,245.321,650.558,0.856736,245.405,770.699,0.829264,214.144,298.999,0.934376,231.989,298.867,0.983841,196.373,307.787,0.861225,254.196,303.474,0.80649,249.822,801.975,0.744998,267.649,801.74,0.789104,232.179,784.036,0.744192,191.73,801.904,0.692053,165.132,801.683,0.717021,191.816,779.593,0.744125
144,227.453,303.361,0.98752,227.505,356.697,0.896868,178.646,356.707,0.830174,138.574,298.659,0.825846,120.767,223.026,0.854372,267.824,356.735,0.87971,303.276,285.347,0.908831,316.523,209.768,0.852691,214.144,517.082,0.852843,183.027,517.004,0.848614,191.854,650.43,0.879022,187.421,766.373,0.848369,240.889,521.302,0.835652,240.842,650.534,0.862749,245.279,770.735,0.829156,214.131,303.014,0.934625,231.972,298.899,0.984431,196.343,307.763,0.86195,254.186,307.631,0.798164,249.798,801.95,0.743375,267.63,801.741,0.783013,232.097,788.393,0.755209,191.762,801.81,0.693191,165.174,797.54,0.707835,191.808,775.179,0.729947
145,227.448,303.361,0.983398,227.494,361.012,0.896928,178.538,361.016,0.833761,138.483,298.712,0.82633,120.782,223.133,0.84628,267.861,361.036,0.878122,303.335,285.415,0.916331,312.161,214.109,0.855492,214.16,517.161,0.845619,183.01,517.067,0.841133,191.778,650.502,0.875955,187.406,766.31,0.854744,240.941,521.401,0.827878,240.947,650.516,0.862497,245.41,770.668,0.836786,214.13,303.02,0.934706,231.964,298.912,0.982353,196.336,307.803,0.85636,254.185,307.694,0.799906,254.173,801.954,0.756399,267.711,801.73,0.79303,232.186,784.023,0.75792,191.719,801.782,0.702354,160.997,797.519,0.723328,191.818,775.07,0.748338
146,227.409,303.376,0.976489,227.476,361.161,0.899465,174.139,361.172,0.840804,134.063,298.713,0.845223,124.955,227.376,0.829948,267.871,361.167,0.880899,303.424,289.789,0.912545,312.217,214.158,0.857423,214.192,521.297,0.840876,182.999,517.093,0.83286,191.776,650.549,0.873773,187.393,766.303,0.848701,241.029,521.42,0.819422,245.329,654.699,0.855992,245.382,770.719,0.831963,209.824,303.039,0.935993,231.94,298.936,0.984098,196.32,312.065,0.844652,254.157,307.766,0.794323,249.802,801.954,0.761928,267.647,801.767,0.802427,232.168,784.047,0.762047,191.7,801.778,0.687483,160.971,797.503,0.706075,191.817,770.833,0.741359
147,227.385,303.383,0.972956,227.486,365.398,0.905827,174.156,365.417,0.84472,129.774,298.782,0.845203,125.148,227.614,0.764737,267.869,365.379,0.882959,303.48,289.866,0.910682,312.255,214.163,0.858758,214.148,517.171,0.841945,182.998,517.073,0.837689,191.797,654.719,0.878947,187.419,766.437,0.845204,240.946,521.409,0.824398,240.825,654.752,0.868222,245.296,770.765,0.8272,209.815,303.046,0.939313,231.92,298.929,0.98408,196.309,312.093,0.841807,254.141,307.772,0.792778,249.769,801.947,0.753358,267.617,801.742,0.790563,232.116,788.419,0.75082,191.705,801.86,0.680889,160.977,801.634,0.703792,191.844,779.513,0.735881
148,227.378,303.377,0.97129,227.498,365.422,0.908356,174.175,365.459,0.84779,129.567,294.285,0.870966,125.101,209.755,0.846502,271.979,365.381,0.884525,307.619,289.847,0.903797,316.593,214.099,0.85097,214.179,517.166,0.844144,183.032,517.065,0.842966,191.777,654.7,0.876263,187.417,766.356,0.849827,240.97,521.405,0.823704,240.86,654.755,0.870117,245.32,770.752,0.831097,209.796,303.036,0.935984,231.903,298.914,0.983769,196.287,312.056,0.84063,249.869,307.747,0.79599,249.766,801.93,0.759991,267.608,801.745,0.798152,232.166,788.419,0.759619,191.694,801.799,0.700098,160.992,797.53,0.718891,191.834,775.143,0.737959
149,227.385,303.382,0.970118,227.492,365.446,0.910226,174.165,365.473,0.847496,125.361,294.297,0.906279,125.27,205.342,0.854744,267.871,365.407,0.887188,307.693,289.908,0.911765,312.196,209.737,0.8564,214.222,517.149,0.847278,183.074,517.05,0.848182,191.781,650.556,0.877921,187.425,766.37,0.852187,241.004,521.384,0.822443,240.955,654.73,0.865293,245.402,770.749,0.830527,209.806,303.038,0.934566,231.9,298.924,0.982524,196.29,312.055,0.838756,249.854,307.76,0.787556,249.787,801.95,0.755942,267.628,801.759,0.795611,232.21,788.397,0.755773,191.724,801.813,0.700514,165.137,797.543,0.719088,191.838,775.174,0.7399
150,227.396,303.405,0.969103,227.491,365.447,0.90933,174.107,365.461,0.849899,125.329,294.371,0.895249,125.329,214.176,0.833539,271.991,365.402,0.883901,307.754,289.823,0.899777,307.826,200.999,0.873034,214.199,517.168,0.848039,183.045,517.073,0.84759,191.812,650.521,0.879802,187.443,766.284,0.851775,240.992,521.4,0.82632,240.864,654.763,0.872299,245.419,770.776,0.829711,214.102,303.046,0.935155,231.905,298.95,0.984759,196.331,307.852,0.83725,249.853,307.759,0.787888,249.827,801.968,0.735101,267.653,801.776,0.780916,232.227,788.456,0.751627,191.779,801.747,0.701064,165.177,797.461,0.714076,191.817,770.821,0.734792
151,227.429,303.384,0.975063,227.486,365.433,0.908085,174.098,365.452,0.848477,125.383,298.557,0.895837,125.305,214.114,0.835035,271.984,365.376,0.884341,307.702,289.815,0.903798,307.765,205.34,0.872757,214.274,521.341,0.842838,183.106,517.117,0.840962,191.791,654.713,0.86746,187.418,770.656,0.829422,245.308,521.478,0.818007,240.993,654.968,0.869015,245.368,775.164,0.813143,214.131,303.035,0.933869,231.919,298.934,0.984814,196.346,307.85,0.854796,249.892,307.703,0.798978,249.744,802.048,0.739914,267.591,801.844,0.795653,232.201,792.842,0.763618,191.683,801.907,0.65574,160.97,801.677,0.682795,191.842,779.665,0.709584
152,227.454,303.396,0.975638,227.495,365.462,0.908214,174.132,365.481,0.848537,125.309,294.361,0.90589,125.37,209.772,0.84084,271.992,365.391,0.886002,307.703,289.88,0.911695,307.744,205.406,0.873846,218.552,517.158,0.850286,187.319,517.07,0.84975,191.828,650.464,0.869843,187.424,766.225,0.847512,245.334,521.394,0.821927,249.706,654.806,0.860748,249.816,770.741,0.83814,214.148,303.049,0.932487,231.914,298.939,0.982451,196.346,307.864,0.864549,249.876,307.668,0.793066,249.874,801.949,0.752387,267.676,801.772,0.809843,236.432,784.083,0.756564,191.708,801.736,0.681862,160.986,797.427,0.697528,191.837,770.774,0.727132
153,227.482,303.412,0.975788,227.499,365.477,0.908665,174.134,365.492,0.851211,125.317,294.325,0.894238,125.353,205.315,0.838421,272.02,365.411,0.88631,307.693,289.93,0.918951,307.695,209.706,0.876591,214.239,521.293,0.846985,183.103,517.074,0.848193,191.734,650.566,0.862222,187.37,766.394,0.837584,241.011,521.431,0.823268,240.93,654.805,0.87123,245.351,770.81,0.831085,214.19,303.065,0.932484,231.935,298.948,0.978545,196.367,307.867,0.870869,249.885,307.663,0.781637,249.834,801.983,0.763281,267.655,801.769,0.813263,232.194,788.479,0.764839,187.54,801.892,0.66348,160.897,801.626,0.695073,191.825,775.211,0.71778
154,227.505,303.418,0.975488,227.506,365.442,0.905837,174.137,365.484,0.849035,125.312,294.193,0.897031,125.332,200.994,0.852062,272.033,365.387,0.883421,303.509,289.758,0.917613,307.669,209.805,0.881356,214.262,521.34,0.845253,187.298,517.101,0.847783,191.801,654.709,0.869802,187.43,766.407,0.842018,245.291,521.502,0.816726,240.915,654.837,0.872021,245.357,775.084,0.821652,214.221,303.056,0.93043,231.975,298.949,0.975658,196.37,307.833,0.878231,254.188,307.668,0.782566,249.788,802.005,0.745173,267.629,801.805,0.798226,232.206,792.782,0.766506,191.691,801.861,0.666182,160.97,801.618,0.688181,191.842,775.225,0.718687
155,227.52,303.424,0.976949,227.497,365.458,0.906895,174.106,365.525,0.85373,125.392,294.168,0.877631,125.334,200.964,0.85614,271.979,361.147,0.880816,303.486,285.376,0.913476,307.617,209.67,0.877394,218.534,521.291,0.849284,187.328,517.069,0.852976,191.733,650.561,0.860574,187.341,766.455,0.833654,245.307,521.446,0.822825,240.988,654.85,0.875241,245.381,775.1,0.820151,214.232,303.069,0.932105,231.986,298.957,0.973507,196.389,312.07,0.873736,254.188,307.676,0.775112,249.807,802.02,0.732695,267.645,801.815,0.783842,232.203,792.79,0.772551,187.557,801.895,0.670028,160.909,801.64,0.699894,191.802,779.541,0.718613
156,227.543,303.441,0.976762,227.485,365.421,0.904848,174.093,365.447,0.845537,125.394,289.846,0.879516,129.564,200.777,0.857961,267.87,361.124,0.878999,303.452,285.353,0.92009,303.499,209.725,0.88327,214.243,517.143,0.851832,183.105,517.04,0.852513,191.729,654.731,0.870163,187.421,770.607,0.847389,241.007,521.389,0.825061,240.877,654.839,0.883192,245.359,770.825,0.827794,214.261,303.079,0.931614,232.008,298.969,0.970347,196.389,312.07,0.87973,254.216,307.664,0.764507,249.769,802.013,0.739416,267.617,801.81,0.791122,232.212,788.501,0.760897,191.684,801.909,0.68656,160.947,801.668,0.715191,191.868,779.572,0.73478
157,227.548,303.453,0.977125,227.478,365.391,0.901966,174.085,365.427,0.842946,129.568,289.82,0.872248,129.716,196.565,0.863752,267.842,361.079,0.879845,303.43,281.061,0.920381,303.466,209.74,0.887008,214.274,521.305,0.84664,183.102,517.087,0.846079,191.774,650.541,0.869944,187.46,766.327,0.848696,245.32,521.442,0.820912,245.295,654.82,0.869826,245.35,770.802,0.826497,214.266,303.094,0.931286,232.004,298.984,0.970234,196.39,312.094,0.876877,254.188,307.684,0.74681,249.764,801.963,0.753832,267.609,801.79,0.805175,232.192,788.466,0.761606,191.76,801.799,0.678479,165.184,797.515,0.689185,191.861,775.102,0.722064
158,227.546,303.453,0.976268,227.482,365.411,0.903943,174.087,365.437,0.843206,129.592,294.169,0.880591,129.577,200.916,0.860725,267.877,361.13,0.87837,303.461,285.372,0.924389,303.341,205.334,0.902548,214.242,517.159,0.849115,183.079,517.05,0.849607,191.755,650.52,0.858153,187.483,770.629,0.837633,245.291,521.412,0.822438,240.973,654.861,0.872495,245.358,775.065,0.821109,214.255,303.088,0.931415,231.992,298.978,0.969494,196.376,312.081,0.872862,254.18,307.681,0.736295,249.759,802.016,0.737107,267.605,801.818,0.795861,232.194,788.53,0.766827,191.728,801.921,0.668112,165.169,801.683,0.690616,191.922,779.61,0.709418
159,227.548,303.447,0.979254,227.476,365.421,0.90487,174.075,365.442,0.84376,125.397,289.783,0.87619,129.772,200.877,0.849954,267.864,361.118,0.879904,303.505,285.438,0.920843,303.268,209.707,0.901326,214.257,517.169,0.849366,183.084,517.063,0.850481,191.752,654.716,0.862767,187.413,770.66,0.844065,245.317,521.421,0.823968,240.983,654.818,0.870846,245.315,770.842,0.824084,214.254,303.087,0.932089,231.99,298.983,0.969773,196.371,312.08,0.873703,254.176,307.688,0.728948,249.818,802.016,0.737684,267.619,801.804,0.791515,232.147,788.527,0.769487,191.694,801.935,0.669704,160.965,801.716,0.699954,191.848,779.667,0.726447
160,227.533,303.45,0.976759,227.459,365.429,0.903762,174.063,365.428,0.843114,129.538,289.809,0.876061,134.137,196.539,0.86538,267.836,361.127,0.881594,307.619,285.49,0.918166,303.154,209.8,0.901472,214.26,517.154,0.851791,183.097,517.055,0.852748,191.791,650.53,0.869213,187.385,770.622,0.844352,245.304,521.393,0.825287,245.288,654.775,0.866121,241.022,770.807,0.826942,214.227,303.091,0.932514,231.969,298.987,0.971754,196.361,312.085,0.875438,254.149,307.698,0.736103,249.739,801.989,0.747568,267.573,801.788,0.794846,232.112,788.513,0.764822,191.691,801.907,0.689573,160.956,801.684,0.720045,191.812,779.63,0.728533
161,227.533,303.464,0.975513,227.442,365.456,0.904559,174.066,365.457,0.844874,129.527,289.895,0.876516,134.072,200.849,0.847669,267.808,361.143,0.885955,307.613,289.771,0.920508,303.114,214.13,0.903993,214.273,517.106,0.856453,187.29,517.022,0.856604,191.747,650.564,0.856113,187.41,770.677,0.836833,245.311,521.331,0.827269,245.269,654.769,0.863396,245.307,770.835,0.821334,214.236,303.11,0.933802,231.956,303.016,0.974169,196.368,312.088,0.883856,249.863,307.674,0.726123,249.738,802.022,0.724828,267.566,801.827,0.779572,232.134,788.503,0.766364,191.732,801.942,0.655133,165.148,801.725,0.683564,191.84,783.969,0.715563
162,227.527,303.469,0.972808,227.44,365.475,0.905579,174.066,365.467,0.846119,129.539,289.935,0.882215,138.523,200.895,0.834505,267.803,361.18,0.887429,307.622,289.795,0.925317,303.097,214.19,0.907101,214.227,517.106,0.854058,183.054,517.019,0.851859,191.706,650.553,0.856331,187.37,770.653,0.840486,245.277,521.326,0.826522,241.013,654.775,0.871483,245.332,770.828,0.824072,214.232,303.113,0.93358,231.953,303.021,0.972948,196.375,312.097,0.883339,249.861,307.674,0.735372,249.792,802.024,0.735287,267.614,801.812,0.787657,232.15,788.498,0.766074,191.686,801.94,0.675622,160.939,801.713,0.708604,191.82,779.652,0.725484
163,227.521,303.481,0.971252,227.441,365.475,0.90546,174.086,365.459,0.844928,129.512,289.926,0.884699,138.475,200.881,0.836955,267.805,365.382,0.888757,307.633,289.831,0.92956,303.096,214.188,0.907555,214.211,517.13,0.853056,183.032,517.032,0.850725,191.745,650.535,0.856732,187.437,770.614,0.840038,241.023,521.362,0.827822,240.972,654.746,0.869948,241.022,770.816,0.819697,214.239,303.119,0.93451,231.943,303.035,0.976019,196.386,312.094,0.883316,249.837,307.69,0.736435,245.398,801.979,0.743177,267.525,801.801,0.790533,232.122,788.49,0.750458,191.736,801.899,0.664551,165.158,801.676,0.686468,191.868,779.608,0.718858
164,227.51,303.486,0.969225,227.437,365.488,0.905606,174.078,365.46,0.845044,129.517,289.923,0.883687,134.166,200.843,0.84541,267.805,365.409,0.889307,307.613,289.765,0.923556,303.097,209.714,0.908198,214.221,517.169,0.847149,183.021,517.053,0.845612,191.691,654.715,0.850211,187.407,770.67,0.83345,245.302,521.421,0.823062,245.341,654.885,0.878102,240.987,775.075,0.819989,214.226,303.124,0.93457,231.933,303.042,0.97842,196.379,312.112,0.880341,249.819,307.715,0.739842,245.357,802.018,0.73798,267.512,801.828,0.788081,232.072,788.501,0.765773,191.662,801.954,0.649079,160.953,801.732,0.683574,191.858,779.669,0.720332
165,227.5,303.5,0.967644,227.432,365.483,0.905099,174.076,365.452,0.845248,129.516,289.868,0.880335,134.12,200.784,0.848547,267.779,365.412,0.889895,307.597,289.781,0.924558,303.105,209.753,0.906183,214.204,517.138,0.852064,183.014,517.021,0.851322,191.729,650.482,0.851635,187.397,766.397,0.835043,245.279,521.389,0.827008,245.329,654.769,0.874489,240.978,770.85,0.82473,214.213,303.13,0.934721,231.934,303.055,0.980707,196.371,312.111,0.876183,249.829,307.729,0.751276,245.434,801.975,0.744348,267.543,801.798,0.791913,232.066,788.54,0.77957,191.698,801.862,0.642486,165.144,801.626,0.662423,191.83,775.236,0.706832
166,227.503,303.507,0.966104,227.435,365.492,0.904933,174.091,365.468,0.846258,129.532,289.883,0.87903,134.057,200.752,0.852712,267.777,365.411,0.890103,307.609,289.801,0.925079,303.144,209.809,0.904276,214.267,517.154,0.849632,183.053,517.043,0.848888,191.733,650.524,0.858301,187.408,770.674,0.830899,245.357,521.403,0.822827,245.369,654.812,0.87217,245.306,770.836,0.8205,214.214,303.144,0.933727,231.936,303.067,0.98024,196.373,312.137,0.877219,249.83,307.753,0.753551,245.446,802.002,0.73783,267.556,801.798,0.791443,232.127,788.492,0.755109,191.672,801.948,0.64146,160.966,801.733,0.675936,191.863,783.984,0.708275
167,227.499,303.523,0.965465,227.429,365.492,0.905249,174.086,365.483,0.847771,129.522,289.891,0.878959,134.106,200.763,0.85126,267.748,365.399,0.891147,307.647,289.829,0.921339,303.173,214.203,0.905981,214.232,521.415,0.840062,183.029,517.164,0.83486,191.755,654.747,0.861453,187.493,770.675,0.83084,245.328,525.766,0.814251,240.956,654.914,0.874886,241.002,775.146,0.811361,214.201,303.158,0.934004,231.932,303.078,0.98149,196.367,312.16,0.874879,249.822,307.757,0.749076,245.391,802.04,0.716747,267.534,801.837,0.771169,232.089,792.808,0.754866,191.714,801.943,0.638663,165.18,801.701,0.66623,191.906,783.992,0.705516
168,227.491,303.511,0.965518,227.424,365.512,0.905764,174.102,365.484,0.848469,129.518,289.913,0.877468,134.042,200.748,0.856465,267.729,365.42,0.894259,307.644,289.838,0.922585,303.166,214.114,0.900644,214.189,521.331,0.844718,183.007,517.093,0.841207,191.733,654.779,0.864,187.458,770.705,0.831525,241.016,521.477,0.821219,240.898,654.902,0.882042,240.997,775.151,0.81424,214.189,303.153,0.933535,231.917,303.071,0.981456,196.366,312.175,0.873326,249.797,307.758,0.747565,245.352,802.026,0.725088,267.492,801.833,0.771466,232.101,792.826,0.763149,191.718,801.958,0.649383,165.168,801.72,0.674227,191.889,784.013,0.714518
169,227.482,303.499,0.966368,227.412,365.51,0.906009,174.077,365.472,0.848694,129.535,289.942,0.878152,134,196.604,0.865332,267.728,365.426,0.895654,307.657,289.887,0.924106,303.166,214.11,0.901756,214.171,521.324,0.843678,182.972,517.09,0.838057,191.726,654.74,0.853481,187.446,770.744,0.825847,241.02,521.467,0.822387,240.902,654.846,0.875875,240.985,775.114,0.818393,214.18,303.147,0.933554,231.907,303.068,0.981012,196.362,312.18,0.87049,249.774,307.769,0.742616,245.35,802.03,0.734704,267.488,801.823,0.783201,232.103,792.808,0.758585,191.699,801.99,0.62689,165.156,801.759,0.656049,191.894,784.074,0.715052
170,227.459,303.483,0.965721,227.403,365.497,0.904242,174.056,365.453,0.846702,125.415,289.888,0.878744,134.007,196.596,0.863306,267.733,365.421,0.895318,307.661,289.884,0.924602,303.18,209.801,0.899757,214.157,521.31,0.84606,182.941,517.08,0.839324,191.733,654.72,0.858646,187.425,770.73,0.831316,241.027,521.45,0.824854,240.947,654.804,0.873917,240.991,770.845,0.822921,214.157,303.135,0.934122,231.886,303.053,0.982982,196.349,312.151,0.873822,249.732,307.75,0.750903,245.408,801.987,0.737824,267.516,801.779,0.779182,232.093,788.549,0.755879,191.718,801.964,0.655191,165.149,801.732,0.681019,191.863,784.063,0.723014
171,227.453,303.467,0.967857,227.402,365.485,0.90284,174.051,365.434,0.844515,125.403,289.935,0.880057,129.77,200.752,0.857187,267.745,365.422,0.894534,307.654,289.884,0.927064,303.187,214.1,0.902119,214.169,517.167,0.849443,182.961,517.058,0.842744,191.739,650.565,0.863266,187.419,770.658,0.837306,241.018,521.411,0.827338,240.912,654.786,0.876208,241.018,770.827,0.823635,214.155,303.125,0.934907,231.88,303.041,0.984104,196.351,312.139,0.876334,249.722,307.732,0.750295,245.368,801.983,0.732373,267.504,801.794,0.775813,232.124,788.528,0.758977,191.72,801.901,0.687232,165.135,801.68,0.711667,191.86,783.967,0.723666
172,227.449,303.462,0.968438,227.403,365.491,0.904733,169.771,365.431,0.844802,129.524,294.218,0.880608,129.691,200.851,0.856196,267.752,365.419,0.89445,307.657,289.925,0.93039,303.254,214.256,0.900749,214.161,517.175,0.848591,182.945,517.067,0.840956,191.76,650.507,0.861822,187.427,766.409,0.843681,241.014,521.419,0.827243,240.886,654.755,0.872214,245.351,770.786,0.825677,214.146,303.12,0.934917,231.878,303.042,0.982405,196.337,312.145,0.872926,249.722,307.744,0.746272,245.347,801.958,0.736101,267.517,801.79,0.781405,232.196,788.44,0.748516,191.691,801.849,0.67354,160.981,801.634,0.694947,191.877,775.228,0.72821
173,227.445,303.472,0.964036,227.415,365.477,0.90295,174.059,365.425,0.843131,129.54,294.254,0.881846,129.587,201.005,0.848846,267.761,365.408,0.895709,303.523,289.799,0.925975,303.252,209.811,0.903712,214.232,517.126,0.856592,183.012,517.028,0.851146,191.756,650.46,0.854064,187.398,766.396,0.829708,245.311,521.357,0.828472,240.927,654.769,0.873197,245.323,775.088,0.819197,214.141,303.129,0.932605,231.883,303.051,0.982232,196.344,312.159,0.866669,249.736,307.767,0.757121,249.775,802.002,0.737203,267.598,801.805,0.784381,232.154,792.795,0.770917,191.686,801.86,0.644529,160.971,801.63,0.665921,191.837,775.217,0.704424
174,227.429,303.499,0.960644,227.4,365.494,0.905721,169.747,365.46,0.851026,129.61,294.252,0.873774,129.52,200.857,0.86641,267.746,365.435,0.897316,303.424,289.803,0.929015,303.371,209.73,0.899701,214.173,517.166,0.850683,182.967,517.063,0.84479,191.755,650.527,0.862998,187.427,766.448,0.838968,241.009,521.406,0.827286,240.863,654.785,0.877428,241.016,775.068,0.820484,214.139,303.146,0.932714,231.884,303.087,0.984406,196.336,312.167,0.861688,249.748,307.846,0.764426,249.749,801.998,0.746086,267.578,801.784,0.797159,232.12,792.779,0.758874,191.703,801.893,0.658104,160.984,801.67,0.683109,191.858,779.55,0.720995
175,227.444,303.519,0.960226,227.415,365.441,0.904359,169.766,365.452,0.847991,129.616,289.954,0.851196,129.578,200.831,0.864361,267.749,365.389,0.893149,303.298,285.381,0.928903,303.438,205.333,0.897173,214.173,521.357,0.844469,182.977,517.121,0.838827,191.774,650.52,0.867296,187.425,766.419,0.836239,241.01,521.509,0.820169,240.892,654.831,0.878888,245.3,770.834,0.822844,214.147,303.161,0.931629,231.913,303.101,0.981565,196.341,312.167,0.864297,249.799,312.059,0.760976,245.426,801.962,0.745183,267.543,801.781,0.795054,232.155,788.492,0.750334,191.702,801.866,0.65847,160.983,801.653,0.677757,191.861,775.227,0.717298
176,227.462,303.507,0.96501,227.415,365.426,0.903577,169.767,365.448,0.848688,129.635,289.92,0.842143,125.285,200.81,0.87274,267.745,361.186,0.892244,303.24,285.42,0.918867,303.465,209.737,0.8947,214.122,517.163,0.848484,182.943,517.042,0.84447,191.772,650.456,0.860771,187.408,766.452,0.838424,240.944,521.428,0.830423,236.633,654.786,0.87666,245.289,770.782,0.827991,214.155,303.136,0.932696,231.949,303.082,0.983948,196.326,312.124,0.87634,249.857,307.837,0.767669,245.408,801.956,0.751439,267.527,801.757,0.797123,232.156,788.447,0.743967,191.693,801.887,0.664185,160.972,801.671,0.688409,191.853,779.564,0.723457
177,227.464,303.504,0.967116,227.404,365.484,0.903826,174.051,365.511,0.853343,129.73,289.891,0.829447,125.169,200.816,0.885005,267.7,365.405,0.900027,303.203,285.427,0.916612,307.605,209.773,0.882735,214.161,517.136,0.850374,182.961,517.023,0.844649,191.744,650.448,0.85284,187.41,766.438,0.834723,240.99,521.397,0.82709,240.938,654.778,0.870693,245.351,770.809,0.826519,214.152,303.143,0.93406,231.945,303.082,0.983787,196.343,312.181,0.869931,249.846,312.075,0.763886,245.429,802.005,0.742883,267.561,801.804,0.793467,232.182,788.468,0.757971,191.679,801.874,0.657292,160.966,801.651,0.676634,191.871,779.562,0.712382
178,227.454,303.496,0.967202,227.399,365.532,0.907637,169.782,365.549,0.8565,129.717,289.941,0.826724,125.17,200.79,0.885468,267.715,365.485,0.906118,303.216,289.8,0.921119,307.657,209.783,0.877649,214.181,521.337,0.844292,182.976,517.098,0.839836,191.767,650.477,0.866116,187.43,766.456,0.840987,241.023,521.495,0.819893,241,654.76,0.86884,245.347,770.746,0.828928,214.13,303.136,0.933184,231.939,303.081,0.983073,196.333,312.187,0.864778,249.826,312.112,0.768602,245.424,801.976,0.747489,267.563,801.779,0.792698,232.175,788.392,0.752235,191.689,801.889,0.67519,160.974,801.674,0.701583,191.878,779.58,0.724672
179,227.454,303.498,0.967545,227.397,365.491,0.905666,169.749,365.504,0.856557,129.752,289.954,0.823819,125.086,200.904,0.891751,267.722,365.433,0.900464,303.208,289.872,0.921174,307.704,214.151,0.880549,214.183,517.158,0.84966,182.979,517.049,0.844865,191.742,650.405,0.852517,187.408,766.393,0.840995,241.007,521.407,0.825287,245.417,654.712,0.859,245.359,770.715,0.826544,214.133,303.135,0.932814,231.945,303.082,0.98302,196.336,312.178,0.86363,249.841,312.072,0.766776,245.399,801.937,0.745951,267.538,801.756,0.789648,232.156,784.048,0.746398,191.688,801.84,0.667504,160.966,801.626,0.688684,191.876,775.206,0.719802
180,227.476,303.461,0.972912,227.4,365.418,0.902652,169.735,365.463,0.853182,134.002,294.354,0.840214,120.805,209.706,0.886261,267.714,361.153,0.900179,303.246,289.902,0.924547,307.846,214.249,0.876205,214.234,517.086,0.85669,183.036,517.003,0.848187,191.737,646.009,0.843336,187.503,766.235,0.845165,241.021,521.318,0.827461,240.97,650.53,0.855615,245.298,770.743,0.827448,214.153,303.099,0.932098,231.953,303.026,0.977688,196.343,312.079,0.872465,249.847,307.731,0.762134,245.374,801.961,0.734599,267.531,801.81,0.784613,232.165,788.411,0.769779,191.745,801.764,0.657915,165.196,797.465,0.669437,191.912,770.802,0.716971
181,227.464,303.461,0.974683,227.4,365.434,0.902261,169.777,365.483,0.851178,134.091,294.372,0.823481,120.768,205.288,0.88481,267.714,361.184,0.901608,303.226,289.905,0.916453,312.148,214.259,0.862067,214.178,517.161,0.846242,182.963,517.056,0.836255,191.703,650.387,0.848698,187.466,766.309,0.849754,241.015,521.421,0.822374,240.985,654.715,0.864757,245.28,770.747,0.828902,214.137,303.105,0.933954,231.939,303.03,0.980384,196.343,312.101,0.870155,249.817,307.76,0.762346,245.355,801.95,0.745892,267.53,801.776,0.785643,232.127,788.389,0.757741,191.671,801.789,0.660737,160.986,797.514,0.679448,191.898,775.112,0.726448
182,227.456,303.48,0.971131,227.403,365.454,0.905456,169.788,365.526,0.853992,134.165,294.379,0.810196,120.655,209.702,0.855541,267.705,365.398,0.903411,303.229,289.914,0.916815,312.258,218.685,0.870872,209.826,517.109,0.85024,178.655,517.014,0.83786,191.727,646.052,0.844612,187.513,766.083,0.850424,240.906,521.333,0.834767,240.94,650.427,0.856566,245.411,770.625,0.840221,214.134,303.118,0.934945,231.935,303.039,0.983099,196.357,312.11,0.864749,249.821,307.759,0.76831,249.758,801.906,0.746607,267.619,801.741,0.79143,232.221,783.988,0.758592,191.727,797.504,0.680683,165.16,797.267,0.682968,191.922,770.616,0.736249
