frame_id, p_x0, p_y0, p_c0, p_x1, p_y1, p_c1, p_x2, p_y2, p_c2, p_x3, p_y3, p_c3, p_x4, p_y4, p_c4, p_x5, p_y5, p_c5, p_x6, p_y6, p_c6, p_x7, p_y7, p_c7, p_x8, p_y8, p_c8, p_x9, p_y9, p_c9, p_x10, p_y10, p_c10, p_x11, p_y11, p_c11, p_x12, p_y12, p_c12, p_x13, p_y13, p_c13, p_x14, p_y14, p_c14, p_x15, p_y15, p_c15, p_x16, p_y16, p_c16, p_x17, p_y17, p_c17, p_x18, p_y18, p_c18, p_x19, p_y19, p_c19, p_x20, p_y20, p_c20, p_x21, p_y21, p_c21, p_x22, p_y22, p_c22, p_x23, p_y23, p_c23, p_x24, p_y24, p_c24
554,218.538,298.906,0.918933,223.121,374.337,0.936478,169.644,374.513,0.882658,156.259,463.507,0.917942,160.821,530.266,0.932503,267.46,370.061,0.966457,272.259,450.264,0.864612,276.56,530.245,0.874054,223.164,534.786,0.828576,191.824,539.075,0.844767,191.822,654.926,0.916254,187.429,766.313,0.847063,254.283,534.797,0.80738,258.739,654.868,0.901189,249.832,770.755,0.823203,196.53,298.768,0.97575,223.033,294.287,0.89743,191.784,312.226,0.875325,231.834,303.116,0.297829,249.8,801.904,0.735779,267.63,801.771,0.781849,236.368,784.075,0.758712,187.563,801.778,0.672029,160.944,797.471,0.697056,191.846,775.122,0.726133
555,214.269,298.923,0.916166,223.127,374.366,0.935018,169.713,374.565,0.877828,156.297,463.454,0.922687,160.911,521.519,0.947895,267.452,370.075,0.965815,272.235,450.24,0.868885,272.209,530.205,0.888711,223.136,539.117,0.828353,191.853,539.14,0.847774,191.875,654.935,0.91001,187.42,766.337,0.842268,254.212,539.127,0.805269,258.511,655.005,0.876026,249.737,770.812,0.818078,196.52,298.776,0.973894,223.014,294.297,0.894841,191.8,312.219,0.865705,231.808,303.083,0.342422,249.794,801.916,0.730463,267.614,801.771,0.781599,232.236,788.451,0.756845,191.677,801.775,0.666527,160.977,797.474,0.691848,191.812,775.169,0.712589
556,218.525,298.934,0.915491,223.13,374.445,0.935234,169.72,374.693,0.871485,156.348,459.108,0.926334,160.89,517.134,0.985919,267.45,370.129,0.97016,272.232,450.171,0.873941,272.207,521.57,0.896972,223.18,539.175,0.831586,191.909,539.188,0.85646,191.92,654.929,0.91595,187.48,766.293,0.847692,254.241,539.189,0.808679,258.575,654.997,0.881647,249.847,770.763,0.823377,196.549,298.771,0.969801,223.05,294.334,0.896725,191.83,312.156,0.87178,231.826,303.131,0.424405,249.871,801.88,0.730415,267.657,801.74,0.780593,236.45,788.422,0.743159,191.758,801.716,0.667908,165.213,797.407,0.68356,191.848,775.129,0.710662
557,214.219,298.958,0.914886,223.121,374.454,0.929529,169.727,374.709,0.871623,156.368,454.693,0.931033,160.805,516.896,1.02169,267.441,370.133,0.96728,276.459,445.947,0.888196,272.265,521.347,0.916422,223.179,539.227,0.832104,191.943,539.198,0.859012,191.911,654.922,0.915579,187.439,766.31,0.854533,254.238,543.472,0.814231,254.229,655.017,0.867275,245.442,770.813,0.819034,196.525,298.77,0.97145,223.057,294.351,0.899378,191.839,312.156,0.860341,231.863,303.147,0.528473,249.744,801.906,0.723604,267.579,801.77,0.774354,232.222,788.492,0.749195,191.68,801.741,0.67046,165.15,797.422,0.6962,191.796,775.135,0.724759
558,209.825,298.982,0.914848,223.123,374.4,0.928425,169.726,374.618,0.875411,156.416,454.664,0.936701,160.92,516.93,0.998357,267.436,370.116,0.966927,276.495,445.794,0.900127,272.235,516.963,0.948672,223.097,539.172,0.828536,191.921,539.14,0.851658,192,654.839,0.911365,187.507,766.283,0.862253,249.869,539.224,0.808256,245.347,654.996,0.861306,245.337,770.803,0.825859,196.469,298.763,0.975535,223.019,294.397,0.89743,191.833,312.091,0.857773,231.909,303.163,0.697776,245.432,801.839,0.723594,267.538,801.725,0.767639,232.191,788.554,0.748745,191.805,801.706,0.669644,165.27,797.397,0.68383,191.831,775.113,0.719213
559,214.113,303.022,0.914403,223.152,374.401,0.929859,174.078,374.589,0.873512,156.403,450.298,0.955219,160.828,516.738,1.02629,267.427,370.137,0.969119,276.487,445.71,0.904821,272.191,512.569,0.96173,223.061,534.719,0.824149,191.888,534.699,0.84846,191.978,650.535,0.902839,187.533,766.164,0.871596,249.848,534.774,0.804546,245.396,654.737,0.859917,245.408,770.632,0.841974,196.496,298.771,0.974795,223.045,294.415,0.899447,191.862,312.102,0.85859,231.923,303.189,0.696746,249.786,801.779,0.737465,267.599,801.657,0.767309,232.246,784.071,0.747202,191.838,797.511,0.678643,165.269,797.303,0.688498,191.858,770.748,0.739416
560,214.146,303.021,0.915663,223.147,374.399,0.929484,169.778,374.584,0.876364,156.341,450.313,0.948565,160.79,512.561,1.00733,267.441,370.125,0.966293,276.487,445.731,0.89952,272.244,512.322,0.927747,223.055,530.263,0.828227,191.865,530.26,0.850459,191.999,646.066,0.880958,187.543,761.802,0.86005,249.845,530.307,0.807222,249.845,650.323,0.831407,249.881,766.222,0.846613,196.511,298.769,0.975293,223.074,294.405,0.901067,191.864,312.1,0.859978,231.955,303.19,0.681157,254.276,801.648,0.71639,267.705,797.424,0.736792,236.441,775.152,0.742434,191.914,797.207,0.686348,165.336,792.859,0.670782,191.874,766.314,0.748042
561,214.143,303.037,0.916344,223.168,374.442,0.933353,174.088,374.639,0.870932,156.436,454.531,0.948983,161.027,508.101,0.90762,267.471,370.157,0.970859,280.897,445.66,0.897444,280.988,499.07,0.847609,223.037,525.932,0.831338,191.837,525.907,0.854944,191.95,650.435,0.889751,187.543,761.918,0.864724,249.8,530.234,0.807738,249.833,650.394,0.837801,249.81,766.374,0.843792,196.502,298.792,0.977519,223.067,298.508,0.902092,191.857,312.142,0.850367,231.947,303.217,0.674158,254.188,801.749,0.734382,267.677,797.542,0.764806,236.416,779.585,0.746846,191.863,797.303,0.685668,165.307,792.948,0.67543,191.864,766.412,0.74823
562,214.138,303.068,0.916622,223.167,374.446,0.933708,174.108,374.657,0.868271,156.428,454.581,0.93046,165.156,499.138,0.826539,267.485,370.153,0.970302,281.012,445.606,0.892629,285.422,485.835,0.86489,222.942,530.308,0.818678,191.754,530.246,0.844743,191.897,650.5,0.878327,187.519,761.923,0.847562,249.726,530.355,0.801235,245.395,650.505,0.849248,249.724,766.437,0.835039,196.503,298.818,0.977138,223.071,298.539,0.905928,191.857,312.178,0.846131,231.948,303.229,0.668052,249.876,801.73,0.732812,267.648,797.518,0.765991,236.38,783.994,0.739198,191.846,797.361,0.677448,165.288,797.159,0.66789,191.859,766.428,0.722764
563,214.141,303.117,0.917589,223.179,374.47,0.934526,174.134,374.638,0.868762,156.373,450.108,0.929207,160.933,481.331,0.871339,267.497,374.26,0.966705,285.414,445.537,0.876706,280.967,481.369,0.888516,218.704,534.711,0.817411,191.698,530.343,0.844041,191.876,654.747,0.884506,191.654,766.131,0.863665,245.422,534.778,0.800389,245.281,654.734,0.860633,245.385,770.62,0.83769,196.518,298.862,0.978619,223.076,298.601,0.914329,191.883,312.214,0.848101,231.956,303.245,0.69761,249.84,801.768,0.752779,267.627,797.555,0.781666,232.22,784.058,0.7499,191.86,797.466,0.692592,165.324,797.266,0.688201,191.908,770.712,0.741934
564,214.158,303.159,0.918648,227.281,374.485,0.930648,174.186,374.671,0.863371,156.265,445.689,0.872386,160.747,463.465,0.83569,267.513,374.3,0.971901,289.806,445.644,0.865778,272.047,476.982,0.853866,218.603,534.668,0.810996,187.498,530.266,0.827354,191.887,650.553,0.87586,187.571,766.165,0.858393,245.367,534.736,0.801085,245.409,654.75,0.866453,245.406,770.693,0.830721,196.523,298.907,0.979917,223.082,298.64,0.920137,191.901,312.255,0.838284,231.974,303.244,0.692673,249.778,801.821,0.7473,267.615,801.674,0.782162,232.226,788.403,0.753479,191.799,797.521,0.67906,165.272,797.305,0.68757,191.927,770.759,0.727096
565,214.191,303.172,0.9185,223.16,374.499,0.921389,169.771,374.687,0.864157,143.021,445.87,0.814033,160.598,454.562,0.886891,267.543,374.328,0.970444,294.352,445.665,0.875163,276.618,459.123,0.74653,218.606,534.667,0.806833,187.378,530.311,0.818233,191.822,654.736,0.880817,187.538,766.179,0.859337,249.744,534.698,0.788205,249.72,654.758,0.860363,245.426,770.654,0.829994,196.545,298.922,0.978613,223.092,298.652,0.921352,191.915,312.256,0.832525,231.963,303.252,0.660584,249.778,801.794,0.760969,267.614,801.625,0.791,232.239,784.072,0.735533,191.794,801.63,0.691461,165.248,797.344,0.700311,191.916,770.767,0.732747
566,214.196,303.207,0.916909,223.154,374.534,0.919789,174.058,378.837,0.859984,147.441,450.179,0.829351,160.961,450.124,0.885673,267.54,374.325,0.970483,294.4,445.72,0.861625,281.009,450.201,0.786017,214.266,534.687,0.801887,187.323,530.32,0.817544,191.781,654.756,0.878758,191.66,766.17,0.855276,245.339,534.757,0.790333,245.319,654.804,0.861475,245.378,770.66,0.833613,196.549,298.952,0.977932,223.089,298.685,0.925774,191.912,316.541,0.828585,231.957,303.276,0.634776,249.838,801.793,0.781808,267.632,797.567,0.808314,232.214,784.065,0.741701,191.853,797.534,0.686639,165.312,797.338,0.689122,191.943,770.74,0.727047
567,214.144,303.222,0.912582,223.155,374.64,0.917713,169.758,378.991,0.85779,151.792,459.082,0.81249,165.212,441.416,0.891239,267.556,374.369,0.966373,294.323,454.562,0.829895,272.231,445.549,0.862767,218.57,534.803,0.805644,187.322,534.697,0.816598,191.748,654.975,0.888714,187.483,766.443,0.846084,245.438,539.111,0.784472,249.761,654.947,0.863026,245.436,770.758,0.826088,196.517,298.964,0.97461,223.074,298.702,0.922249,191.895,316.597,0.82992,231.958,303.291,0.690574,249.749,801.889,0.770216,267.579,801.698,0.805568,232.252,788.429,0.745461,191.703,801.834,0.675934,165.142,801.601,0.697281,191.916,779.555,0.731514
568,209.826,303.233,0.914029,223.166,374.644,0.923976,169.732,378.993,0.855495,156.196,467.947,0.852391,165.38,441.012,0.863143,267.552,374.371,0.963797,289.814,463.557,0.814377,267.851,436.69,0.873943,214.275,539.092,0.80059,187.344,534.693,0.811749,191.753,654.945,0.876344,187.537,766.411,0.847163,245.311,539.153,0.786227,245.42,654.973,0.857536,245.379,770.81,0.823258,196.488,298.966,0.976692,223.058,298.72,0.925588,191.872,316.564,0.82268,231.977,303.298,0.751882,249.74,801.893,0.77209,267.559,801.715,0.810374,232.215,788.479,0.756959,191.694,801.819,0.666205,165.176,797.537,0.688162,191.947,779.512,0.723596
569,214.163,303.197,0.913082,227.313,374.66,0.928333,174.151,379.031,0.845077,156.262,467.948,0.866931,169.66,432.393,0.835216,267.556,374.387,0.958043,289.82,459.114,0.818239,271.992,419.049,0.868917,214.255,539.087,0.799267,187.345,534.688,0.809622,191.779,654.881,0.873857,187.559,766.379,0.848004,241.029,539.162,0.787354,245.3,654.97,0.855677,245.327,775.09,0.815053,196.521,298.946,0.976129,223.092,298.68,0.918674,191.904,316.604,0.843708,231.983,303.309,0.712911,245.446,801.914,0.753925,267.566,801.743,0.797774,232.173,792.785,0.760551,191.713,801.806,0.67137,165.193,797.516,0.68909,191.946,775.212,0.721191
570,214.226,303.192,0.914067,223.178,374.694,0.920923,174.135,379.082,0.843896,156.331,467.997,0.896798,165.361,414.65,0.834009,267.47,374.324,0.954585,285.401,459.051,0.829453,272.084,410.238,0.905063,214.213,539.089,0.797771,187.321,534.733,0.810248,191.753,654.891,0.874679,187.558,766.368,0.847039,240.968,539.133,0.789278,245.394,654.932,0.855468,245.381,770.816,0.818687,196.543,298.952,0.981039,223.11,298.673,0.920574,191.917,316.631,0.852172,231.952,303.359,0.624791,249.74,801.911,0.751121,267.564,801.733,0.791685,232.203,788.492,0.756539,191.744,801.809,0.66968,165.21,797.529,0.687046,191.945,775.204,0.718931
571,214.202,303.229,0.913343,227.313,374.508,0.945303,178.603,374.592,0.874658,156.449,467.862,0.899711,165.142,410.171,0.906686,267.475,374.287,0.961276,285.327,454.706,0.834298,272.166,409.918,0.943764,214.246,525.943,0.798603,187.351,525.854,0.819915,191.756,654.745,0.859999,187.404,766.24,0.840505,240.981,530.247,0.792425,249.711,654.779,0.860233,245.387,766.447,0.841117,196.535,298.965,0.981202,223.103,298.703,0.922119,191.924,316.527,0.852145,231.946,303.307,0.695735,249.745,801.772,0.7932,267.542,797.558,0.814768,232.222,779.626,0.748392,191.76,801.68,0.681516,165.183,797.406,0.681952,191.833,770.788,0.723816
572,214.219,303.181,0.919446,227.298,370.208,0.940662,178.616,370.19,0.886325,156.482,463.56,0.897983,165.173,414.453,0.875897,267.417,370.068,0.966184,281.053,450.306,0.857307,272.074,405.68,0.944959,214.229,525.826,0.80593,187.315,525.75,0.820214,191.727,654.796,0.866402,187.464,766.373,0.85147,240.97,525.864,0.801079,249.753,654.76,0.859535,245.443,770.629,0.836219,196.537,298.907,0.988622,223.131,298.667,0.924057,191.912,312.146,0.844337,231.946,303.333,0.668547,249.725,801.798,0.780434,267.552,801.62,0.803843,236.376,784.008,0.742031,191.765,801.775,0.689471,165.179,797.528,0.696936,191.901,775.179,0.737162
573,214.246,303.151,0.916209,227.32,370.162,0.942286,178.631,370.189,0.882905,156.471,467.909,0.905209,160.866,410.191,0.954972,263.37,369.946,0.953007,281.053,450.329,0.851014,276.488,405.464,0.877377,214.151,525.91,0.804,183.074,525.812,0.816222,191.73,654.812,0.87,187.477,766.322,0.855782,240.905,530.214,0.800128,249.718,654.761,0.855373,249.795,766.445,0.848176,196.549,298.888,0.985635,223.126,298.616,0.919078,191.909,312.166,0.841755,231.902,303.291,0.539078,249.823,801.769,0.79238,267.596,797.538,0.816408,236.479,779.634,0.744235,191.763,801.747,0.677661,165.201,797.488,0.687677,191.917,775.099,0.737634
574,214.218,303.114,0.913469,227.313,374.263,0.940665,182.907,374.346,0.877686,156.468,467.952,0.91198,160.81,405.75,0.98431,263.325,369.941,0.947062,281.029,454.524,0.841423,280.909,401.044,0.81138,214.101,530.234,0.800992,183.087,525.89,0.812224,191.754,654.846,0.878483,187.468,766.266,0.865165,240.838,530.274,0.807453,245.294,654.826,0.863539,245.417,770.633,0.842013,196.534,298.856,0.981723,223.126,298.565,0.908596,191.89,312.141,0.850935,231.921,303.221,0.563361,249.755,801.799,0.789162,267.584,801.608,0.81225,236.371,784.031,0.742221,191.77,801.699,0.705419,165.183,797.424,0.713619,191.875,770.82,0.747716
575,214.217,303.144,0.915739,223.18,374.296,0.935462,178.571,374.391,0.874062,156.474,467.943,0.908372,160.891,405.657,0.974456,263.3,369.974,0.94621,281.015,454.581,0.846471,276.562,401.024,0.848286,214.158,530.236,0.80183,187.3,525.912,0.813775,191.747,654.865,0.874242,187.504,766.308,0.853036,240.898,530.271,0.803386,245.362,654.829,0.862841,245.401,770.669,0.836095,196.54,298.888,0.983818,223.131,298.611,0.916503,191.901,312.159,0.856606,231.943,303.242,0.599998,245.417,801.801,0.784484,267.537,801.634,0.807788,232.245,784.031,0.749653,191.777,801.74,0.682582,165.238,797.481,0.687462,191.929,775.086,0.729893
576,214.241,303.138,0.912158,227.281,374.354,0.93794,182.937,374.452,0.872646,156.494,468.001,0.923463,160.913,401.205,0.957754,263.34,370.011,0.944595,280.971,454.649,0.854522,280.911,401.041,0.874614,214.119,530.23,0.799965,187.295,525.906,0.814254,191.699,654.834,0.864678,187.475,766.256,0.845068,240.843,530.267,0.805398,245.346,654.838,0.861546,245.41,770.64,0.839522,196.544,298.889,0.980766,223.15,298.6,0.913242,191.926,312.16,0.857145,231.965,303.226,0.619581,249.736,801.815,0.787273,267.583,801.636,0.80898,232.243,783.978,0.753808,191.737,801.71,0.672097,165.186,797.425,0.679631,191.917,770.796,0.721868
577,218.537,303.188,0.913974,227.28,374.29,0.942368,182.906,374.365,0.875973,156.434,467.901,0.919356,160.848,401.142,0.965548,263.343,369.971,0.937031,281.05,454.579,0.855737,280.904,396.735,0.874421,214.111,525.928,0.805444,183.09,525.845,0.820168,191.729,654.776,0.861593,187.45,766.247,0.843392,240.835,530.233,0.810215,245.294,654.825,0.862048,245.388,770.634,0.836987,196.576,298.924,0.977205,227.282,298.652,0.921402,191.936,312.167,0.859122,232.004,303.255,0.630094,245.43,801.774,0.779207,267.561,797.552,0.788916,232.234,784.03,0.739388,191.724,801.697,0.672849,165.173,797.411,0.6824,191.883,770.817,0.723584
578,214.268,303.175,0.915627,223.173,370.103,0.935717,178.525,370.107,0.869371,156.389,463.522,0.904364,160.793,401.156,0.962898,263.297,369.864,0.938551,285.364,454.581,0.846005,285.405,396.709,0.872817,209.805,525.913,0.807406,183.033,525.825,0.818715,191.705,654.864,0.862538,187.426,766.279,0.833641,236.638,530.22,0.810226,241.002,654.926,0.869508,245.3,770.69,0.834597,196.565,298.894,0.979332,223.185,298.637,0.923093,191.928,312.1,0.852478,231.987,303.217,0.667813,245.399,801.797,0.780409,267.557,801.625,0.798032,232.164,784.111,0.749418,191.696,801.744,0.657185,165.148,797.465,0.673723,191.865,775.076,0.706682
579,218.519,303.184,0.91465,223.154,370.103,0.931931,174.201,370.103,0.870481,156.352,463.48,0.897513,160.771,401.232,0.968385,263.291,369.885,0.947362,289.781,450.321,0.849203,289.877,396.613,0.873528,209.798,525.92,0.806385,183.013,525.832,0.814772,191.683,654.859,0.86358,187.431,766.331,0.834771,240.834,530.232,0.807731,245.316,654.895,0.869053,245.328,770.705,0.834584,196.578,298.895,0.976576,227.287,298.647,0.924433,191.941,312.09,0.845924,231.993,303.217,0.650359,249.747,801.838,0.783746,267.586,801.652,0.805243,232.174,788.401,0.757592,191.688,801.766,0.652751,165.158,797.494,0.668739,191.872,775.144,0.712558
580,214.217,303.164,0.912642,223.149,370.151,0.931736,174.197,370.14,0.86805,156.36,459.123,0.900475,160.777,401.152,0.96094,263.328,369.959,0.953849,289.87,450.325,0.856119,289.923,392.31,0.87122,209.818,530.225,0.804234,183.027,525.876,0.812623,191.759,654.907,0.877916,187.492,766.392,0.846164,240.878,530.295,0.806079,245.36,654.915,0.866199,245.313,770.7,0.833463,196.547,298.868,0.974756,223.173,298.616,0.917849,191.943,307.868,0.840384,232.013,303.167,0.71231,245.402,801.857,0.781942,267.545,801.683,0.806279,232.158,784.099,0.749921,191.687,801.804,0.668054,165.166,797.522,0.684509,191.901,775.212,0.723348
581,214.21,303.162,0.911906,223.157,370.181,0.932239,178.495,370.174,0.869244,156.398,459.052,0.904621,160.794,401.091,0.956837,263.318,369.99,0.951601,289.945,450.271,0.861971,289.89,387.899,0.864555,209.823,530.242,0.802329,183.048,525.904,0.808747,191.807,654.912,0.885044,187.536,766.461,0.842751,240.876,530.294,0.80507,245.415,654.937,0.858673,245.333,770.768,0.825481,196.545,298.86,0.974961,223.179,298.612,0.918392,191.95,307.861,0.848901,232.02,303.163,0.724273,245.4,801.843,0.762285,267.529,801.68,0.792059,232.198,788.456,0.74041,191.807,801.829,0.676933,165.268,797.558,0.685684,191.927,779.579,0.721078
582,214.222,303.139,0.912934,223.094,370.123,0.924627,174.088,370.085,0.866217,156.38,459.015,0.90433,160.827,400.993,0.937375,263.298,369.954,0.949961,289.953,450.281,0.858758,289.891,392.187,0.867612,209.78,530.212,0.803782,183.007,525.883,0.808855,191.757,654.887,0.879576,187.478,766.451,0.83305,240.837,530.256,0.807253,245.343,654.884,0.864008,245.31,770.746,0.829263,196.558,298.835,0.974983,227.281,298.6,0.918961,191.939,307.8,0.850762,232.018,303.16,0.721626,245.426,801.838,0.761614,267.538,801.662,0.785496,232.157,788.449,0.75003,191.757,801.832,0.658868,165.203,801.602,0.673128,191.886,779.587,0.707958
583,218.523,303.094,0.914412,223.067,369.991,0.915725,169.707,369.883,0.856938,156.421,459.034,0.901366,160.799,396.801,0.938779,263.285,369.847,0.945131,294.161,450.225,0.867309,294.152,387.888,0.874761,209.743,525.925,0.80395,182.945,525.843,0.80553,191.707,654.975,0.875855,187.473,770.624,0.844876,236.643,530.224,0.807327,245.399,654.924,0.867455,245.364,770.772,0.831703,196.59,298.789,0.969755,227.31,298.563,0.918576,191.941,307.744,0.857848,232.019,303.147,0.691146,249.807,801.876,0.762671,267.611,801.684,0.789399,232.199,788.495,0.763415,191.788,801.853,0.67008,165.215,801.636,0.683757,191.879,779.623,0.727852
584,218.535,303.077,0.915338,223.116,369.992,0.915519,169.742,369.872,0.851485,156.434,459.081,0.90304,160.871,396.778,0.93105,263.348,369.843,0.942996,289.953,450.204,0.870836,294.134,387.821,0.86558,209.771,525.927,0.80219,182.985,525.843,0.8056,191.765,654.965,0.887025,187.47,770.659,0.842656,240.842,530.224,0.804419,245.41,654.919,0.861608,245.407,770.729,0.828552,196.596,298.778,0.967745,227.321,298.546,0.917931,191.936,307.74,0.849239,232.035,303.142,0.666665,249.789,801.846,0.757705,267.613,801.638,0.778254,232.226,788.435,0.73338,191.816,801.869,0.679261,165.229,801.658,0.695231,191.865,783.965,0.727755
585,218.523,303.085,0.913074,223.139,370.018,0.919149,174.111,369.924,0.851096,156.447,459.073,0.90538,160.851,401.013,0.940833,263.355,369.849,0.943537,289.888,450.237,0.865327,289.892,387.851,0.863959,209.736,525.918,0.804275,182.974,525.833,0.80793,191.749,654.958,0.884731,187.46,770.641,0.837245,236.616,530.217,0.808386,245.399,654.892,0.863791,245.369,770.718,0.828833,196.591,298.778,0.966919,227.318,298.547,0.917797,191.942,307.742,0.846546,232.034,303.14,0.681876,245.447,801.846,0.771151,267.562,801.64,0.792877,232.209,788.399,0.733687,191.766,801.88,0.671198,165.194,801.66,0.687715,191.877,779.653,0.719668
586,218.537,303.068,0.912863,223.126,370.026,0.917127,174.069,369.959,0.850808,156.422,459.125,0.904554,160.89,396.8,0.934294,263.371,369.839,0.939322,289.836,450.251,0.863841,289.788,387.897,0.860249,209.724,525.915,0.804523,182.988,525.845,0.807785,191.771,654.982,0.889531,187.428,770.627,0.835104,236.58,525.94,0.812784,245.37,654.906,0.867189,245.306,770.694,0.837532,196.593,298.762,0.965926,227.324,298.523,0.913695,191.934,307.717,0.851175,232.033,303.109,0.652542,249.743,801.823,0.790575,267.55,801.621,0.804856,232.171,788.395,0.75063,191.743,801.856,0.675427,165.163,801.643,0.692651,191.85,779.63,0.719879
587,218.547,303.085,0.912948,223.124,370.062,0.919897,174.055,370.023,0.854409,156.492,459.071,0.911658,160.977,392.345,0.909436,263.375,369.888,0.93881,289.766,450.166,0.872028,285.361,387.847,0.858224,209.756,525.902,0.804439,183.002,525.82,0.809309,191.723,654.935,0.875431,187.396,770.625,0.828254,236.617,525.924,0.810461,245.433,654.909,0.866479,245.331,770.752,0.829434,196.601,298.777,0.967356,227.335,298.54,0.915906,191.942,307.718,0.853166,232.042,303.114,0.652493,245.419,801.85,0.783598,267.552,801.656,0.804469,232.166,788.427,0.758848,191.708,801.863,0.66162,160.974,801.664,0.680412,191.855,779.614,0.713773
588,218.556,303.133,0.915672,223.128,370.027,0.920508,174.169,369.984,0.851828,156.434,459.009,0.915872,161.016,396.617,0.916624,263.305,369.844,0.92657,285.497,445.942,0.878704,276.553,387.829,0.859426,214.11,525.833,0.808232,183.086,525.78,0.818067,191.837,654.856,0.877819,187.456,766.452,0.837715,240.878,525.834,0.810176,249.745,654.894,0.858436,245.44,770.769,0.826922,196.599,298.827,0.972742,227.33,298.578,0.923034,191.954,307.772,0.849778,232.034,303.102,0.644012,245.447,801.86,0.77486,267.573,801.693,0.804081,236.368,788.444,0.746609,191.732,801.818,0.676835,165.17,797.555,0.69031,191.867,779.555,0.715521
589,218.58,303.195,0.919581,223.178,369.972,0.921071,178.566,369.916,0.850696,156.433,459.014,0.911735,160.954,396.727,0.932557,263.325,369.803,0.924319,281.053,450.101,0.870606,272.114,392.319,0.885051,209.83,525.763,0.813203,183.056,521.526,0.824003,191.772,654.813,0.867682,187.37,766.4,0.832875,240.853,525.76,0.818635,249.81,654.787,0.859107,245.401,770.656,0.837499,196.602,298.907,0.975143,227.315,298.63,0.932255,191.954,307.871,0.841212,232.011,303.067,0.664612,249.803,801.807,0.777746,267.592,801.626,0.795426,232.182,784.06,0.757138,191.773,801.789,0.677151,165.19,797.547,0.69054,191.784,775.209,0.709827
590,214.251,303.292,0.916893,223.161,369.931,0.914067,178.501,369.894,0.842162,156.481,459.037,0.912288,161.003,396.704,0.92002,263.342,369.766,0.913146,280.987,450.118,0.87166,267.878,396.634,0.90947,214.126,525.81,0.812935,183.048,525.769,0.82037,191.751,654.835,0.865255,187.403,766.454,0.828453,240.935,525.813,0.814095,249.88,654.827,0.858081,245.389,770.752,0.822059,196.559,303.02,0.984673,223.162,298.713,0.940316,191.932,312.097,0.83019,231.967,303.043,0.730763,245.435,801.88,0.762864,267.558,801.704,0.792776,232.164,784.102,0.749328,191.739,801.851,0.663015,165.155,801.632,0.680654,191.833,779.544,0.704946
591,214.12,303.28,0.918718,223.186,369.939,0.919235,178.595,369.884,0.844731,156.493,459.058,0.916405,165.182,396.739,0.917516,263.331,369.814,0.915235,276.617,450.187,0.872732,267.741,401.055,0.944094,214.126,525.792,0.811831,183.089,525.752,0.821422,191.783,654.841,0.869942,187.447,770.599,0.832797,240.88,525.794,0.817664,249.827,654.87,0.860155,245.349,770.792,0.820264,196.491,298.992,0.988415,223.102,298.714,0.941761,191.882,312.082,0.807878,231.978,303.051,0.817402,249.727,801.897,0.758263,267.564,801.718,0.788474,232.148,788.436,0.758682,191.776,801.849,0.656637,165.219,801.623,0.668585,191.856,779.569,0.71093
592,214.116,303.375,0.915422,223.113,369.929,0.915512,178.545,369.918,0.843245,156.526,454.683,0.927278,165.291,392.288,0.881674,263.252,369.771,0.912681,280.891,450.124,0.876275,267.691,400.999,0.941079,214.127,521.55,0.813788,183.105,521.521,0.825958,191.81,654.75,0.868244,187.44,766.372,0.842956,240.835,521.538,0.82339,249.775,654.713,0.856289,245.371,770.66,0.830651,196.487,303.072,0.996774,223.095,298.809,0.949371,191.849,312.12,0.816125,231.958,303.121,0.841808,249.824,801.823,0.764803,267.631,801.624,0.783064,232.152,784.069,0.742814,191.818,801.781,0.681006,165.234,797.526,0.696022,191.812,775.18,0.717667
593,205.376,303.411,0.914623,223.109,369.947,0.918306,182.923,369.978,0.853876,156.515,454.645,0.92413,165.294,396.599,0.882021,263.194,369.758,0.913183,276.543,450.124,0.882875,267.603,401.022,0.941151,214.149,525.751,0.808676,183.112,521.534,0.81882,191.789,654.821,0.859876,187.439,766.417,0.826922,240.874,521.538,0.815438,254.173,654.792,0.852256,249.719,770.738,0.818026,196.333,303.127,1.00321,218.715,298.822,0.931813,191.781,316.535,0.769617,231.848,303.096,0.887211,249.797,801.861,0.750702,267.612,801.679,0.781793,232.22,788.389,0.742541,191.805,801.828,0.641538,165.242,801.605,0.653851,191.836,779.518,0.701536
594,200.927,307.629,0.912628,223.072,369.944,0.916051,178.559,370.055,0.854287,160.57,454.591,0.924158,169.623,396.693,0.870726,263.194,365.647,0.913529,276.472,445.895,0.902284,267.56,396.692,0.934606,209.817,525.784,0.807062,183.04,521.543,0.81621,191.715,654.861,0.858256,187.381,766.462,0.819866,240.843,525.762,0.815446,249.711,654.824,0.850262,245.363,770.757,0.823314,192.134,303.229,0.997554,214.199,298.904,0.919324,191.696,320.95,0.644428,227.758,303.113,0.920961,249.775,801.848,0.763043,267.583,801.658,0.789255,232.169,788.462,0.758173,191.687,801.835,0.636079,165.144,801.611,0.657845,191.823,779.613,0.69971
